2017-03-31,DWAS,4850000,40.300000,0.000000
2017-03-31,DWAT,900000,10.740000,0.000000
2017-03-31,DWFI,1525000,25.230000,0.000000
2017-03-31,DWIN,4200001,27.950000,0.000000
2017-03-31,DWLD,1401700,21.040000,0.000000
2017-03-31,DWLV,150001,26.600000,0.000000
2017-03-31,DWM,14200000,49.574500,0.000000
2017-03-31,DWT,3800000,26.892800,0.000000
2017-03-31,DWTR,5050001,24.380000,0.000000
2017-03-31,DWX,30001326,38.008900,0.000000
2017-03-31,DXD,19123767,12.830000,0.000000
2017-03-31,DXGE,4100000,30.400000,-3040000.000000
2017-03-31,DXJ,166900000,50.400200,-61157520.000000
2017-03-31,DXJC,1100000,24.905000,0.000000
2017-03-31,DXJF,1550000,23.506300,0.000000
2017-03-31,DXJH,150000,32.263000,0.000000
2017-03-31,DXJR,350000,13.269200,0.000000
2017-03-31,DXJS,3100000,37.400000,0.000000
2017-03-31,DXPS,750000,23.810000,0.000000
2017-03-31,DXUS,200000,24.635000,0.000000
2017-03-31,DYY,553000,1.981700,0.000000
2017-03-31,DZK,400001,56.041400,0.000000
2017-03-31,DZZ,4930000,5.789500,0.000000
2017-03-31,EBND,4500000,28.224000,0.000000
2017-03-31,ECCB,0,25.810000,0.000000
2017-03-31,ECH,10950000,43.429300,0.000000
2017-03-31,ECNS,450000,45.495900,0.000000
2017-03-31,ECON,29950000,24.747000,2521040.000000
2017-03-31,EDBI,250000,28.528000,0.000000
2017-03-31,EDC,2231598,73.810200,0.000000
2017-03-31,EDIV,11650000,29.237600,0.000000
2017-03-31,EDOG,1150000,23.217100,0.000000
2017-03-31,EDV,3850000,110.370000,0.000000
2017-03-31,EDZ,6827763,17.316500,847825.000000
2017-03-31,EEB,2600800,31.539600,0.000000
2017-03-31,EEH,106000,17.230000,0.000000
2017-03-31,EELV,10700000,22.989500,0.000000
2017-03-31,EEM,756900000,39.172900,0.000000
2017-03-31,EEMA,5250000,60.440000,0.000000
2017-03-31,EEMO,100000,16.547400,0.000000
2017-03-31,EEMS,4250000,45.837600,0.000000
2017-03-31,EEMV,69500000,53.422500,0.000000
2017-03-31,EEMX,100000,57.461200,0.000000
2017-03-31,EES,15250000,32.155200,0.000000
2017-03-31,EET,375000,64.910000,0.000000
2017-03-31,EEV,2819744,12.800000,0.000000
2017-03-31,EFA,1083000000,62.143200,0.000000
2017-03-31,EFAS,100000,16.540000,0.000000
2017-03-31,EFAV,94300000,65.815100,0.000000
2017-03-31,EFAX,500000,64.617100,0.000000
2017-03-31,EFFE,300000,25.150000,0.000000
2017-03-31,EFG,36800000,69.317000,0.000000
2017-03-31,EFO,100000,101.170000,0.000000
2017-03-31,EFU,137428,30.830000,0.000000
2017-03-31,EFV,95600000,50.247500,0.000000
2017-03-31,EFZ,1175000,29.520000,0.000000
2017-03-31,EGPT,1924974,28.711400,0.000000
2017-03-31,EIDO,19200000,25.752500,0.000000
2017-03-31,EIRL,1600000,40.143200,0.000000
2017-03-31,EIS,2200000,51.180400,0.000000
2017-03-31,ELD,6600000,37.572400,0.000000
2017-03-31,EMAG,700000,21.498500,0.000000
2017-03-31,EMB,87700000,113.298000,56811200.000000
2017-03-31,EMBH,150000,25.953400,0.000000
2017-03-31,EMCB,700000,71.550000,0.000000
2017-03-31,EMCG,1100000,22.680000,0.000000
2017-03-31,EMCR,250000,19.089200,0.000000
2017-03-31,EMDD,500000,18.710000,0.000000
2017-03-31,EMFM,700000,20.930000,0.000000
2017-03-31,EMIF,1500000,31.660000,0.000000
2017-03-31,EMLB,19000,50.500000,0.000000
2017-03-31,EMLC,164400000,18.484600,11210580.000000
2017-03-31,EMLP,64905000,25.284400,0.000000
2017-03-31,EMQQ,1350000,27.900000,0.000000
2017-03-31,EMSA,16000,110.000000,0.000000
2017-03-31,ENFR,1400000,24.244700,0.000000
2017-03-31,ENY,3070000,8.641800,0.000000
2017-03-31,ENZL,3450000,42.400000,4222000.000000
2017-03-31,EPHE,4750000,34.159100,0.000000
2017-03-31,EPI,65000000,24.070900,0.000000
2017-03-31,EPOL,11700000,21.511800,0.000000
2017-03-31,EPP,63600000,44.561000,67461600.000000
2017-03-31,EPS,1600000,81.409000,0.000000
2017-03-31,EPU,7100000,34.344400,0.000000
2017-03-31,EPV,862119,43.580000,0.000000
2017-03-31,EQAL,9450001,28.215100,0.000000
2017-03-31,EQL,2550000,62.795700,0.000000
2017-03-31,EQLT,400000,32.126600,0.000000
2017-03-31,EQWL,800000,46.083600,0.000000
2017-03-31,EQWM,600000,43.610000,0.000000
2017-03-31,EQWS,550000,39.375900,0.000000
2017-03-31,ERO,61000,39.580000,0.000000
2017-03-31,ERUS,15900000,32.059100,0.000000
2017-03-31,ERX,16750016,31.686100,-4799655.000000
2017-03-31,ERY,4687219,11.367700,0.000000
2017-03-31,ERYY,50001,20.690900,0.000000
2017-03-31,ESG,150001,55.340000,0.000000
2017-03-31,ESGD,2000000,59.850000,0.000000
2017-03-31,ESGE,850000,61.350000,0.000000
2017-03-31,ESGF,700001,27.007800,0.000000
2017-03-31,ESGG,100001,83.300000,0.000000
2017-03-31,ESGL,800001,27.881600,0.000000
2017-03-31,ESGN,250040,27.601300,0.000000
2017-03-31,ESGS,200045,28.976700,0.000000
2017-03-31,ESGU,100000,51.570000,0.000000
2017-03-31,ESGW,200040,28.417900,0.000000
2017-03-31,ETHO,400000,29.362200,0.000000
2017-03-31,EUDG,750000,23.168700,0.000000
2017-03-31,EUFL,100000,35.300000,0.000000
2017-03-31,EUFN,45100000,20.090000,0.000000
2017-03-31,EUFS,150001,19.677900,0.000000
2017-03-31,EUFX,350000,44.569000,0.000000
2017-03-31,EUM,7850000,22.080000,0.000000
2017-03-31,EUMV,1050000,22.866100,0.000000
2017-03-31,EUO,11250000,26.416600,0.000000
2017-03-31,EURL,1050001,24.941900,0.000000
2017-03-31,EUSA,2700000,49.778700,0.000000
2017-03-31,EUSC,5500000,28.290300,0.000000
2017-03-31,EVX,250000,77.755100,-3865390.000000
2017-03-31,EWA,86800000,22.595800,-18294480.000000
2017-03-31,EWC,118700000,26.808300,-24275610.000000
2017-03-31,EWD,10275000,31.642800,0.000000
2017-03-31,EWEM,400000,30.299400,0.000000
2017-03-31,EWG,153000000,28.820100,-25912260.000000
2017-03-31,EWH,73725000,22.247100,0.000000
2017-03-31,EWI,22125000,25.802700,0.000000
2017-03-31,EWJ,306600000,51.253500,0.000000
2017-03-31,EWK,4400000,18.820800,0.000000
2017-03-31,EWL,34625000,32.007800,0.000000
2017-03-31,EWM,11250000,30.466400,0.000000
2017-03-31,EWMC,2100000,59.069900,0.000000
2017-03-31,EWN,6200000,26.895900,0.000000
2017-03-31,EWO,7000000,18.142800,0.000000
2017-03-31,EWP,32550000,30.500600,0.000000
2017-03-31,EWQ,14400000,26.532100,0.000000
2017-03-31,EWRE,1050000,26.947800,0.000000
2017-03-31,EWS,23200000,22.811000,0.000000
2017-03-31,EWSC,650000,49.570000,0.000000
2017-03-31,EWT,97600000,33.176200,6672660.000000
2017-03-31,EWU,82300000,32.441200,0.000000
2017-03-31,EWV,299913,37.090000,0.000000
2017-03-31,EWW,30200000,50.966800,0.000000
2017-03-31,EWX,8200000,45.417000,0.000000
2017-03-31,EWY,53200000,61.944700,0.000000
2017-03-31,EWZ,148500000,36.919900,0.000000
2017-03-31,EWZS,4250000,13.770000,0.000000
2017-03-31,EXI,2600000,80.470000,0.000000
2017-03-31,EXT,750000,83.673100,0.000000
2017-03-31,EZA,7300000,55.195000,0.000000
2017-03-31,EZJ,100000,96.500000,0.000000
2017-03-31,EZM,22550000,35.247500,0.000000
2017-03-31,EZY,850000,70.256300,0.000000
2017-03-31,FAAR,150002,28.990000,0.000000
2017-03-31,FAB,2250002,51.320000,0.000000
2017-03-31,FAD,1700002,55.880000,0.000000
2017-03-31,FALN,400000,27.280000,0.000000
2017-03-31,FAN,6200002,12.557800,0.000000
2017-03-31,FAS,32249888,44.435800,0.000000
2017-03-31,FAUS,50002,31.516600,0.000000
2017-03-31,FAZ,12382055,19.336200,5727360.000000
2017-03-31,FAZZ,100001,18.260100,0.000000
2017-03-31,FBGX,6485000,161.670000,0.000000
2017-03-31,FBND,5002000,49.718100,0.000000
2017-03-31,FBT,8650002,105.342200,0.000000
2017-03-31,FBZ,9450002,15.620000,0.000000
2017-03-31,FCA,200002,21.870000,0.000000
2017-03-31,FCAN,800002,23.240000,0.000000
2017-03-31,FCEF,855000,20.800000,0.000000
2017-03-31,FCG,8398365,24.458000,0.000000
2017-03-31,FCOM,4250000,30.610700,0.000000
2017-03-31,FCOR,1000000,49.698400,0.000000
2017-03-31,FCVT,1100002,26.960000,0.000000
2017-03-31,FDD,24203334,12.300900,0.000000
2017-03-31,FDIS,7600000,34.644600,0.000000
2017-03-31,FDIV,1900002,50.850000,0.000000
2017-03-31,FDL,61300002,28.806200,-4329885.000000
2017-03-31,FDLO,750000,26.959800,0.000000
2017-03-31,FDM,1955000,42.558500,0.000000
2017-03-31,FDMO,750000,27.210200,0.000000
2017-03-31,FDN,44150002,88.049000,-4406665.000000
2017-03-31,FDRR,3600000,27.793000,0.000000
2017-03-31,FDT,4002000,52.200000,5216000.000000
2017-03-31,FDTS,200002,35.970000,0.000000
2017-03-31,FDVV,1650000,26.698300,0.000000
2017-03-31,FEEU,4229000,101.990000,0.000000
2017-03-31,FEM,9200002,23.150000,0.000000
2017-03-31,FEMB,650002,42.000000,2113500.000000
2017-03-31,FEMS,4100002,36.500000,0.000000
2017-03-31,FENY,23500000,19.613900,0.000000
2017-03-31,FEP,8950002,31.890000,6390000.000000
2017-03-31,FEU,5550370,32.062000,0.000000
2017-03-31,FEUZ,200002,35.460000,0.000000
2017-03-31,FEX,29800002,51.410000,0.000000
2017-03-31,FEZ,76350967,36.405500,72677000.000000
2017-03-31,FFR,1450002,43.538600,0.000000
